"ID","EjBetalat","LanPerManad","TotaltLan","Fastighetsvarde","ArPaArbete","NBetAnmark","NForsenBetal","KreditAlder","Nkreditprovningar","Nkrediter","KvotKreditInk","AnledningID","ArbeteID"
1794,0,12200,61929,83102,14,0,0,238.5249274,1,32,44.44967097,2,2
1795,0,12200,110088,137794,3,0,0,251.1518918,1,46,33.51711722,1,4
1796,0,12200,57785,72971,2,0,0,166.8994602,1,16,34.70964393,1,3
1797,0,12200,67474,88473,2,0,0,234.7759967,3,26,29.09729879,1,3
1798,0,12200,136866,162906,4,0,0,427.9235915,0,43,30.1821229,2,4
1799,0,12200,80336,102618,2,0,0,79.73026062,2,19,34.40548234,2,4
1800,1,12200,97000,109800,5,0,0,152.1333333,3,33,33.77992,2,4
1801,0,12200,91000,114053,11,0,0,173.5,0,27,33.77992,1,3
1802,0,12200,206613,232176,10,0,1,237.3157697,0,22,30.68943921,2,4
1803,0,12200,45095,64736,9,0,0,249.6737711,0,18,31.63530262,1,3
1804,0,12200,70722,81760,0,0,0,219.7852728,3,26,30.27700538,1,3
1805,0,12200,199232,229929,11,0,0,223.4381168,0,21,31.3702723,2,4
1806,0,12200,82904,125057,8,0,0,131.6590526,1,21,37.27313999,1,2
1807,0,12200,61302,90873,2,0,0,35.97354161,1,4,39.97361315,1,3
1808,0,12200,27118,87982,19,0,0,232.2369961,0,11,25.2354388,2,4
1809,1,12200,53242,70400,14,0,0,169.9306635,0,18,34.62942766,1,3
1810,0,12200,57112,76050,1,0,0,235.2292688,0,9,35.11318533,1,3
1811,0,12200,90154,110479,9,0,0,196.9264059,2,37,43.1890315,1,4
1812,0,12200,86775,111572,0,1,1,138.6100805,1,33,34.35180836,1,4
1813,0,12300,79838,85209,8,0,0,173.8386239,0,11,37.8244708,1,4
1814,0,12300,114035,137208,15,0.25457,1,173.7143227,0,33,32.05607229,1,4
1815,0,12300,89333,106107,19,0,0,120.2578861,3,24,28.77470213,2,3
1816,1,12300,24552,48278,0,0,0,171.0751046,0,16,29.29955094,1,3
1817,0,12300,61253,85825,5,0,0,130.026259,0,34,27.20337824,1,5
1818,0,12300,152107,179793,7,0.25457,1,212.7829956,3,25,43.13409505,1,4
1819,0,12300,48866,73023,11,3,1,251.629062,1,29,32.87687074,2,2
1820,1,12300,48238,66603,6,0,1,80.38898294,1,11,40.01910455,2,2
1821,0,12300,112373,136202,16,0.25457,1,179.8829733,0,32,30.4882681,1,4
1822,0,12300,69499,104045,8,0,0,219.0904891,0,20,18.58475695,1,3
1823,0,12300,60200,77079,13,0,0,242.2441382,1,32,45.39416855,2,2
1824,0,12300,73760.82,50530,5,0.25457,0,163.54096,1.186055,9,20.02628441,2,1
1825,1,12300,78000,101200,0.4,0,0,145.0666667,1,19,33.77992,2,3
1826,1,12300,50230,70000,1,0,0,184.3666667,2,20,33.77992,1,5
1827,1,12300,49800,64000,23,0,2,232.3333333,3,17,33.77992,1,4
1828,1,12300,77000,94000,41,0.25457,4,212.8666667,4,17,33.77992,1,1
1829,0,12300,114457,144284,1,0,0,252.6592531,0,45,32.4971451,1,4
1830,0,12300,52622,64407,0,0,0,191.0774254,1,13,26.20306729,1,3
1831,0,12300,152274,177940,4,0,0,196.8767577,0,56,33.72276915,2,2
1832,0,12300,27859,48393,10,0,0,82.76016033,0,3,34.38536707,2,3
1833,0,12300,90006,121122,9,0,0,133.4975408,1,21,36.91048167,1,2
1834,0,12300,159798,177853,6,0.25457,0,206.8170726,4,25,41.42504139,1,4
1835,0,12300,81590,90050,6,0,0,136.7467587,1,26,41.73267581,1,1
1836,0,12300,35651,59795,22,0,0,118.6530642,0,23,40.66298165,2,3
1837,0,12300,50441,56656,1,0,0,186.4510167,0,21,35.45260742,1,2
1838,0,12300,33061,46277,8,0.25457,1,154.8992783,7,28,39.70178286,1,3
1839,0,12300,102908,124217,9,0,0,159.9940264,2,31,27.7074439,2,4
1840,0,12300,141020,157511,4,0,1,403.7489298,0,43,29.58318425,2,4
1841,0,12300,92573,119325,2,1,2,157.6206429,0,33,34.77510251,1,4
1842,1,12300,73099,84250,4,0.25457,0,179.7663,1.186055,21.2961,40.22228314,1,4
1843,1,12300,11300,39000,8.922268,5,1,170.4333333,3,21,33.77992,1,3
1844,0,12300,68024,78800,7,0,0,125.5040514,0,35,29.29334435,1,5
1845,1,12300,64265,90956,10,0,1,233.1561248,0,32,32.90882386,1,3
1846,0,12400,132894,198168,0,0,1,355.1639113,0,16,40.54029537,2,2
1847,0,12400,31303,57444,29,0,0,246.7168274,0,18,20.20590752,1,3
1848,0,12400,80510,97548,1,0,0,74.40426333,1,19,36.45734993,2,4
1849,0,12400,137927,160566,6,0,1,436.7517799,0,42,29.27255681,2,4
1850,1,12400,45604,65501,9,0,1,70.33753056,1,24,35.21218126,1,3
1851,0,12400,26768,52411,0,0,0,253.3180433,0,11,38.82102132,2,3
1852,0,12400,203902,234454,9,0,0,213.4554475,0,22,33.64852105,2,4
1853,0,12400,16375,36672,8,0,0,120.674928,0,11,24.08943715,1,1
1854,0,12400,49264,57923,0,0,0,182.0010415,2,13,27.00877688,1,3
1855,0,12400,36034,62953,9,0,0,262.0793452,0,16,21.34522735,1,4
1856,0,12400,73760.82,69350,0,0,0,179.7663,0,0,2.365195413,1,3
1857,1,12400,94000,112000,4,0,0,179.7663,0,0,33.77992,1,1
1858,0,12400,115902,146813,1,0,0,288.4676266,0,45,33.05428433,1,4
1859,0,12400,115004,144760,2,0,0,279.5221733,1,46,35.61473143,1,4
1860,1,12400,57105,74582,12,0,0,134.0317679,0,20,36.92573641,1,3
1861,0,12400,34055,40739,9,0.25457,0,147.012827,6,29,39.93094736,1,3
1862,1,12400,50573,84008,15,1,0,76.04208693,0,7,41.02796675,1,3
1863,0,12400,73760.82,65317,8.922268,0,0,349.2796108,0,6,35.71441843,2,3
1864,0,12400,25805,31414,2,0.25457,0,179.7663,1.186055,21.2961,38.2372256,1,3
1865,0,12400,24769,87665,21,0,0,238.3827694,0,11,25.33220131,2,4
1866,0,12400,83018,96637,2,0,0,95.90213133,2,32,41.24477919,1,3
1867,0,12500,93538,118369,0,0,1,132.8237118,0,33,34.83386481,1,4
1868,0,12500,37562,57081,22,0,1,129.486844,0,23,39.08300244,2,3
1869,1,12500,69117,101503,13,0,7,145.9530178,0,36,36.75998466,2,4
1870,0,12500,157312,181050,7,0.25457,0,209.7067368,4,25,40.90561976,1,4
1871,0,12500,10035,61897,6,1,1,368.7377963,0,21,14.73359483,2,3
1872,0,12500,83276,129116,7,0,0,138.687955,0,22,39.58996183,1,2
1873,0,12500,57294,66615,3,0,1,321.3875868,0,9,31.38089909,1,3
1874,0,12500,101047,118913,2,0,0,156.6054916,1,22,35.89928784,2,2
1875,0,12500,56960,69014,4,0,0,307.636664,0,10,30.36248382,1,3
1876,0,12500,83924,100114,0,0,0,71.30419761,1,20,34.71276881,2,4
1877,0,12500,79900,94660,19,0,0,252.3496982,10,24,35.80049203,1,1
1878,0,12500,73760.82,52026,6,0.25457,0,173.7172393,1.186055,8,21.6211951,2,1
1879,1,12500,41000,64680,2,0,0,70.9,3,30,33.77992,1,3
1880,1,12500,41301,60000,2,0,0,77.23333333,0,12,33.77992,1,3
1881,1,12500,55000,75393,0.75,0,1,113.0333333,1,16,33.77992,1,3
1882,0,12500,77100,90550,8.922268,0,0,173.4666667,1,26,33.77992,2,2
1883,0,12500,71582,93400,6,3,0,74.06666667,1,21,33.77992,1,3
1884,1,12500,53060,67500,16,0,5,183.6333333,0,15,33.77992,1,2
1885,1,12500,69192,105300,4,0,0,282.0333333,1,23,33.77992,1,1
1886,1,12500,62000,102600,10,2,6,226.4333333,4,42,33.77992,2,3
1887,0,12500,50097,73846,1,0,0,267.8654583,0,20,29.15960949,1,3
1888,0,12500,77792,100812,10,2,0,182.9569956,1,29,27.38587324,1,4
1889,0,12500,53354,79893,10,2,0,249.4359543,1,29,35.02088579,2,2
1890,0,12500,66163,83727,4,1,2,176.9352475,3,30,36.77463995,1,2
1891,0,12500,81865,101048,1,0,0,147.4022274,0,23,38.85516272,1,3
1892,0,12500,17659,31843,7,0,1,107.7410948,0,16,19.30085445,1,2
1893,0,12500,55228,66569,3,0,0,198.8151672,1,17,27.99687276,1,1
1894,0,12500,77937,89710,19,0,0,223.5874152,10,24,35.95199865,1,1
1895,0,12500,26286,36002,2,0.25457,0,179.7663,1.186055,21.2961,38.43868186,1,3
1896,0,12500,73760.82,39200,0,0,0,309.4,1,9,33.77992,2,3
1897,0,12500,56791,72974,29,0,3,182.0664052,0,24,35.69162282,2,3
1898,0,12500,73760.82,101776,8.922268,0.25457,0,179.7663,1.186055,21.2961,27.35264423,1,3
1899,0,12600,71370,90316,26,0,0,162.3574415,2,14,39.8754838,2,2
1900,0,12600,84933,110253,8,0,0,192.4226063,1,37,40.84507779,1,4
1901,0,12600,80612,93802,5,0,0,141.6131456,2,26,40.74903888,1,1
1902,1,12600,68800,86000,3,2,1,202.8666667,8,26,33.77992,1,1
1903,1,12600,41169.82,57000,5.5,1,0,98.43333333,10,18,33.77992,1,3
1904,0,12600,83921,90876,3,0,0,106.9373967,1,32,41.47300108,1,3
1905,0,12600,45633,77578,19,0,0,209.7255196,0,15,23.91561488,1,4
1906,0,12600,103946,113900,17,0,2,194.3599393,1,16,36.41457282,1,3
1907,0,12600,125688,198602,0,0,1,344.7479335,0,16,39.48382007,2,2
1908,1,12600,86785,110400,0.7,1,0,89.06666667,2,27,33.77992,1,3
1909,1,12600,72854,86209,2,0,0,118.0696474,0,14,36.05148718,1,4
1910,0,12600,67860,103426,9,0,0,202.1526338,0,20,18.34752938,1,3
1911,0,12600,103960,127384,2,0,0,129.0154994,0,25,34.47945476,1,3
1912,0,12600,32742,41299,10,0.25457,1,170.4071064,7,29,37.80266959,1,3
1913,0,12600,25000,37882,8.8,0,0,87.2,2,12,33.77992,2,3
1914,1,12600,48983,65000,5,1,0,58.7,7,23,33.77992,1,3
1915,0,12600,62493,77141,13,0,0,266.3331014,0,26,27.0078722,1,3
1916,0,12600,55415,74307,29,1,2,198.8467209,0,23,36.83774105,2,3
1917,0,12600,58247,72189,30,0,3,198.243176,0,23,35.79425984,2,3
1918,0,12600,100590,138649,14,0,0,138.1647046,4,22,34.5987274,2,4
1919,0,12600,85335,97094,2,0,0,116.086609,1,32,40.84524619,1,3
1920,0,12600,83552,107186,21,0,0,128.6602454,4,24,28.72301762,2,3
1921,0,12600,37699,59874,22,0,0,114.2359516,0,23,38.68267604,2,3
1922,0,12600,76002,94236,11,0,0,164.7623042,5,21,39.52570494,1,3
1923,0,12600,49986,67896,3,0,0,190.1599072,1,17,29.26631718,1,1
1924,0,12700,204038,230920,10,0,0,242.9128934,0,22,29.80162732,2,4
1925,0,12700,79448,91004,20,0,0,227.5073902,10,23,34.46430215,1,1
1926,0,12700,149272,176467,7,0,0,191.9044636,1,55,33.90232001,2,2
1927,0,12700,29471,48362,9,0,0,79.90287141,0,4,36.0206079,2,3
1928,0,12700,72760,83604,6,2,3,189.9194249,3,29,37.36856046,1,2
1929,0,12700,73760.82,41396,0,0,0,302.8700505,1,8,27.98946659,2,3
1930,0,12700,79383,107590,5,0,0,78.29927353,2,14,33.5811165,1,3
1931,1,12700,30428,47387,2,0,0,164.4900213,0,36,38.8741586,1,4
1932,0,12700,103034,124116,2,0,0,137.4386924,0,25,31.60310093,1,3
1933,0,12700,58293,82594,13,0,0,105.050415,0,23,36.70044554,1,2
1934,0,12700,30061,58714,29,0,0,230.8801537,0,19,20.6379176,1,3
1935,0,12700,27459,38577,16,0,0,72.32957204,0,9,31.60566546,2,1
1936,0,12700,77068,98436,7,0,1,148.2880996,0,34,33.46369747,2,4
1937,0,12700,130867,201245,0,0,1,340.7953444,0,15,40.16882702,2,2
1938,0,12700,61840,73541,1,0,0,157.8924467,2,35,41.65169171,1,4
1939,0,12700,79898,101989,9,2,0,214.9964598,1,29,29.30607111,1,4
1940,0,12700,105293,121416,14,0,0,250.0188805,0,16,35.28716643,1,2
1941,0,12700,60122,93741,0,0,0,38.33492385,1,3,42.10934773,1,3
1942,0,12700,72164,104220,10,0,0,165.4307821,0,13,37.53996336,1,2
1943,0,12700,48139,64842,0,1,0,192.4791522,2,13,26.54684008,1,3
1944,0,12700,9038,65969,7,1,1,346.5801028,0,22,13.34721268,2,3
1945,0,12700,59440,88690,0,0,0,129.1526151,3,11,37.83827353,1,3
1946,0,12700,53199,82567,3,0,1,185.3250354,0,13,27.39038041,2,3
1947,0,12700,58606,83010,1,0,0,125.3258854,3,11,35.99961072,1,3
1948,0,12700,159661,183244,7,0.25457,1,210.1152209,4,26,43.76819178,1,4
1949,0,12700,107653,129752,8,0,0,181.0272753,2,32,29.46672103,2,4
1950,0,12700,37346,53511,23,0,0,136.9569407,0,22,39.43166373,2,3
1951,0,12800,99160,114619,2,0,0,142.2125619,0,22,35.94987705,2,2
1952,0,12800,66293,92423,27,0,0,169.7238883,1,14,41.23216256,2,2
1953,0,12800,117391,210072,1,0,0,136.6209694,1,14,27.12488931,2,4
1954,0,12800,54546,62906,3,0,0,175.5198745,1,16,28.64818571,1,1
1955,0,12800,49349,70078,9,0,0,240.9080591,0,17,31.75405395,1,3
1956,0,12800,56516,78392,0,0,1,195.7233219,0,13,27.33744138,2,3
1957,1,12800,40932,72172,20,0,0,162.0440104,0,16,37.51836575,1,3
1958,0,12800,100241,113073,17,0,1,197.2736792,1,15,39.46758845,1,3
1959,0,12800,73624,103213,10,0,0,201.6508442,0,20,19.55727283,1,3
1960,0,12800,73760.82,101776,8.922268,0.25457,0,179.7663,1.186055,21.2961,25.13244854,1,3
1961,0,12800,73760.82,101776,8.922268,0.25457,0,179.7663,1.186055,21.2961,24.65967048,1,3
1962,0,12800,206527,227737,11,0,0,225.2013256,0,22,31.12184071,2,4
1963,1,12800,54151,83828,13,0,0,132.1602699,0,16,23.47742628,1,3
1964,1,12800,81030,100333,11,0,1,80.14894304,4,29,42.31937039,1,1
1965,0,12800,67867,78660,3,0.25457,0,159.8014934,1.186055,34,30.0109096,1,3
1966,0,12800,48437,65311,0,1,0,260.5552362,0,21,29.51628985,1,3
1967,1,12800,51800,68000,6,0.25457,0,179.7663,1.186055,21.2961,33.77992,2,4
1968,1,12800,111000,124500,7,1,0,203.9,2,40,33.77992,1,5
1969,0,12800,76783,95007,6,0,0,140.9720223,2,26,42.15361693,1,1
1970,0,12800,58592,87002,13,0,0,139.5308428,0,24,37.53107709,1,2
1971,0,12800,11986,48309,23,0,0,265.2270609,0,20,28.49386194,2,2
1972,0,12800,46043,62531,4,0,0,183.9821005,0,13,26.10080257,1,3
1973,0,12800,42801,51123,23,0,1,127.839662,0,22,39.38959461,2,3
1974,1,12800,67060,83989,9,0.25457,3,116.4667574,2,24,43.57230751,1,2
1975,0,12800,91040,114331,12,0,0,175.8773501,0,26,34.74718504,1,3
1976,0,12800,71531,87256,26,0,0,167.1637357,1,14,40.37613759,2,2
1977,0,12800,75139,105289,8,0,0,151.8511659,0,35,31.21070474,2,4
1978,0,12800,77318,97616,6,0,0,125.5348018,2,27,39.46266339,1,1
1979,0,12800,85251,114023,1,1,2,143.6827959,0,33,31.91327241,1,4
1980,0,12800,79151,110583,4,0,0,79.3713845,1,13,33.58669163,1,3
1981,0,12800,29100,39264,7,0,0,93.39500247,2,12,31.28306102,2,3
1982,0,12800,81694,101680,0,0,0,159.3541041,1,22,40.1115783,1,3
1983,0,12800,68729,90127,23,0,0,163.9892789,1,14,39.42448779,2,2
1984,0,12900,69770,87000,6,0,0,201.9333333,3,19,33.77992,1,3
1985,1,12900,94000,101776,8,0,1,205.9333333,0,19,33.77992,1,2
1986,0,12900,34655,57787,31,0,0,244.9953846,0,18,21.4155043,1,3
1987,0,12900,64245,83823,13,0,0,246.8377195,3,36,40.56013033,1,2
1988,0,12900,39401,53758,22,0,0,118.6463752,0,23,38.68944062,2,3
1989,0,12900,58566,74655,5,0.25457,0,116.7758176,1.186055,24,39.97705119,1,1
1990,0,12900,105638,112608,17,0,2,208.3068822,2,16,39.67790581,1,3
1991,0,12900,59191,72716,2,0,0,175.170441,1,17,35.55817128,1,3
1992,1,12900,29891,76571,2,0,0,29.05867023,3,11,31.45850053,2,3
1993,0,12900,151991,179521,6,0,0,186.8053299,0,55,34.19175206,2,2
1994,0,12900,102905,117694,1,0,0,137.1424731,1,21,35.86546621,2,2
1995,0,12900,92734,114285,11,0,0,236.0527728,0,24,28.66341681,2,1
1996,0,12900,87270,97929,0,0,0,65.10749654,1,20,34.69636554,2,4
1997,0,12900,90646,100744,19,0,0,141.2084606,3,23,31.52637971,2,3
1998,0,12900,66126,84472,2,0.25457,0,187.1791987,1.186055,34,29.99503841,1,3
1999,0,12900,67038,110955,9,0,0,147.1974137,0,12,37.08598608,1,2
2000,0,12900,89510,102628,20,0,0,117.8571727,3,24,28.53735409,2,3
2001,1,12900,46266,62000,7,0,0,77.13333333,5,18,33.77992,1,3
2002,0,12900,83886,100782,5,0,0,115.076186,1,27,27.97970643,2,4
2003,0,12900,31498,42695,14,0,0,55.02158895,0,9,31.99275348,2,1
2004,0,12900,149297,177044,4,0,0,205.8739212,0,56,34.97573417,2,2
2005,1,12900,117900,143433,6,0,0,227.9328934,0,35,47.61976353,1,1
2006,0,12900,55673,64582,4,0,0,163.4166317,0,14,26.98743734,1,3
2007,0,12900,88304,122178,10,0,0,223.4548548,0,12,41.42995887,1,2
2008,0,12900,50636,57838,0,1,0,187.8253233,1,13,28.81347094,1,3
2009,0,12900,52353,62740,2,0,0,167.515516,0,13,37.3575814,1,3
2010,0,12900,89492,110007,10,0,2,169.1919843,0,28,32.82003727,2,4
2011,0,12900,19688,77998,20,0,2,407.2611669,0,12,22.83907899,1,4
2012,0,12900,70167,90812,25,0,0,177.0806266,2,13,40.22569566,2,2
2013,0,12900,45215,66162,4,0,0,170.7645169,0,14,39.24801492,1,3
2014,0,12900,56957,73181,29,1,3,179.096166,1,23,36.39479545,2,3
2015,0,12900,56798,71364,1,0,0,225.5857631,0,9,33.02128407,1,3
2016,0,12900,61031,71550,28,0,2,178.0872568,0,23,34.80242878,2,3
2017,0,12900,18106,37881,8,0,0,134.3841089,0,10,20.51596186,1,1
2018,1,13000,64499,86000,1,0,0,109.4,0,19,33.77992,2,3
2019,0,13000,15374,59309,6,2,0,355.1312291,1,21,15.82361555,2,3
2020,0,13000,27787,44901,8,0.25457,1,166.7262772,7,28,38.35512561,1,3
2021,0,13000,81972,102295,5,0,0,107.4206093,0,26,24.72083108,2,4
2022,0,13000,73760.82,28981,28,0,0,203.902855,0,4,25.74093069,2,3
2023,0,13000,61509,77065,6,0,0,172.8544902,2,17,35.39086131,1,3
2024,0,13000,80587,110064,6,0,0,85.00919673,1,13,33.99003974,1,3
2025,0,13000,72931,96803,6,0,0,208.6728918,2,18,41.05223501,1,3
2026,1,13000,29461,49326,11,0,0,171.5976685,1,8,38.91799988,2,4
2027,0,13000,78766,106450,6,0,0,107.9513117,0,26,24.87099388,2,4
2028,0,13000,49268,72430,19,0,0,192.3644746,0,15,23.61710487,1,4
2029,0,13000,39386,53149,4,0,0,110.4779566,1,16,38.52175901,1,3
2030,0,13000,67395,94355,8,0,0,214.4844925,3,28,40.97046681,1,2
2031,0,13000,53951,70095,28,0,3,212.3869245,1,24,36.72874424,2,3
2032,0,13000,73760.82,72175,8.922268,0,0,367.9400249,0,6,36.56113974,2,3
2033,0,13000,29196,42682,9,0.25457,0,143.1080607,6,28,37.29840496,1,3
2034,0,13000,96172,112123,14,0,0,181.8918044,1,18,36.22557157,1,4
2035,0,13000,88614,116994,13,0,2,188.8241991,0,28,32.61950164,2,4
2036,0,13000,16913,48587,23,0,0,264.9921562,0,20,30.62263556,2,2
2037,1,13000,125969,144076,4,0,0,110.1931963,2,30,48.9777317,1,3
2038,1,13000,70000,90704,15,0,3,142.1666667,0,37,33.77992,1,3
2039,1,13000,34000,65000,4.5,0,1,148.5,2,24,33.77992,2,3
2040,0,13000,38200,64764,4,0,0,211.0666667,3,18,33.77992,2,4
2041,0,13000,6793,47700,4,0,0,304.3666667,0,16,33.77992,1,4
2042,0,13000,59000,83187,8.922268,0,0,292.1,0,20,33.77992,2,3
2043,0,13000,61612,99132,8,0,0,262.7333333,1,12,33.77992,2,4
2044,0,13000,73760.82,25425,13,0.25457,0,90.93333333,2,9,33.77992,1,3
2045,0,13000,20200,37245,21,0,1,199.9,2,16,33.77992,1,4
2046,1,13000,7200,24869,0.7,9,1,193.8,0,9,33.77992,2,3
2047,1,13000,41193,58000,18,3,2,66.93333333,4,7,33.77992,1,3
2048,1,13000,36223,101776,9,1,0,132.8666667,0,14,33.77992,1,3
2049,1,13000,43744,60000,22,0,1,21.26666667,1,15,33.77992,1,6
2050,1,13000,94941,120000,0.1,0,0,132.8666667,0,21,33.77992,1,4
2051,1,13000,137618,159000,9,2,6,106.5333333,6,37,33.77992,1,4
2052,1,13000,47000,60000,1,0,0,179.7663,3,12,33.77992,2,6
2053,1,13000,177000,2e+05,3,0,2,195.8333333,1,50,33.77992,1,1
2054,1,13000,60000,86400,12,0,2,149.1666667,0,28,33.77992,1,3
2055,1,13000,111000,137813,6,2,2,138.3333333,3,65,33.77992,1,1
2056,1,13000,152029,173750,20,0,0,19.33333333,7,5,33.77992,2,4
2057,0,13000,26863,44218,10,0,0,92.99959341,2,11,29.11293615,2,3
2058,0,13000,110094,145807,2,0,0,285.2759347,0,45,35.04547106,1,4
2059,0,13000,66014,85528,4,2,3,185.6449939,2,30,39.41871848,1,2
2060,0,13000,61865,72045,0,0,0,172.6966846,2,34,42.56558228,1,4
2061,0,13000,73760.82,25552,28,0,0,198.0728056,0,5,25.50782049,2,3
2062,0,13000,77355,114400,8.922268,0.25457,0,179.7663,1.186055,21.2961,33.77992,1,3
2063,0,13000,44875,57713,0,1,0,184.9903244,1,12,28.60207607,1,3
2064,0,13000,110097,210595,3,0,0,122.6386999,0,15,29.32751367,2,4
2065,0,13000,60719,73677,11,0,0,256.7103553,0,26,27.31010697,1,3
2066,0,13000,80277,106799,3,0,0,67.11166592,2,14,37.29777299,1,3
2067,0,13000,40996,58938,8.922268,0.25457,0,179.7663,1.186055,21.2961,35.80961273,1,1
2068,0,13100,48153,70059,11,0,0,242.6505336,0,18,30.89311822,1,3
2069,0,13100,70878,86743,10,0,0,174.8817438,0,11,39.78440826,1,4
2070,0,13100,74832,98616,6,0,0,101.3622896,1,26,27.02148065,2,4
2071,0,13100,59608,72561,30,1,2,195.5387112,1,24,36.61107299,2,3
2072,0,13100,69259,75149,11,0,0,240.4102919,3,37,40.73560441,1,2
2073,1,13100,73760.82,101776,0.75,0.25457,0,179.7663,1.186055,21.2961,33.77992,2,4
2074,0,13100,64897,81598,7,0,0,130.6484683,0,34,26.50010508,1,5
2075,0,13100,73760.82,47568,0,0,0,319.5959373,0,8,25.83678517,2,3
2076,1,13100,22422,34800,2.6,2,0,93.3,1,3,33.77992,2,2
2077,0,13100,82411,103833,21,0,0,135.8630384,4,24,29.21582663,2,3
2078,0,13100,70368,87407,2,0,0,232.9947127,3,26,29.66798564,1,3
2079,0,13100,73760.82,65933,0,0,0,179.7663,0,0,3.657370718,1,3
2080,0,13100,50552,59889,4,0,0,178.6123626,0,13,38.76331381,1,3
2081,0,13100,73987,106557,9,0,0,149.4525291,1,13,37.00852693,1,2
2082,0,13100,61853,73480,13,0,0,258.9371542,0,26,28.73085117,1,3
2083,0,13100,97287,123281,9,0,0,162.9937439,0,26,34.17834567,1,3
2084,0,13100,59460,72387,29,1,2,182.1817822,0,24,34.78513256,2,3
2085,1,13100,54000,74750,14,1,0,92.4,0,9,33.77992,1,3
2086,0,13100,58039,68558,29,1,2,184.8800106,1,23,37.34734877,2,3
2087,0,13100,44817,59544,8.922268,0,0,71.46170475,0,15,41.60981324,1,3
2088,0,13200,155478,183646,5,0,0,196.2413709,1,55,35.60287536,2,2
2089,0,13200,73760.82,69139,0,1,0,179.7663,0,1,1.565931047,1,3
2090,0,13200,70069,88303,3,0,0,240.8560165,2,25,29.06412827,1,3
2091,0,13200,69195,79252,13,0,0,248.7881303,3,37,41.90560462,1,2
2092,0,13200,69697,91722,24,1,0,183.5237293,1,14,39.75217179,2,2
2093,0,13200,58549,81381,13,0,0,94.68710666,0,24,38.41275614,1,2
2094,0,13200,15346,30809,7,0,1,89.65253609,0,16,18.10528202,1,2
2095,1,13200,65372,81426,4,0.25457,1,102.6208363,3,29,38.93416913,1,3
2096,1,13200,65997,88000,2,0,0,113.2333333,2,25,33.77992,1,3
2097,0,13200,93254,125738,3,0,3,156.5454512,0,25,42.73666557,2,1
2098,0,13200,22270,38437,5,0,1,107.7733867,0,17,20.64319968,1,2
2099,0,13200,77241,112904,5,0,0,68.54904501,2,14,34.53524372,1,3
2100,0,13200,81654,114333,5,0,0,97.96296166,1,13,33.74336765,1,3
2101,0,13200,71775,80480,0,0,0,240.6435766,3,25,29.26799242,1,3
2102,0,13200,28428,34477,0,0.25457,0,179.7663,1.186055,21.2961,39.37026271,1,3
2103,0,13200,59422,88308,8.922268,0,0,294.7820846,0,19,29.95255446,2,3
2104,0,13200,117985,138969,16,0.25457,1,178.0647524,0,33,29.95423093,1,4
2105,1,13300,58000,75000,6.6,0,1,226.2,1,33,33.77992,1,1
2106,0,13300,96201,124892,3,0,3,178.0344633,0,26,40.10275183,2,1
2107,0,13300,76663,96022,10,2,0,180.0294503,1,30,27.04500676,1,4
2108,0,13300,80059,121790,8.922268,0.25457,0,179.7663,1.186055,21.2961,34.5618314,1,3
2109,0,13300,61414,72101,12,0,0,260.0716499,0,27,27.28688203,1,3
2110,0,13300,81944,108768,5,0,0,81.10679915,1,13,33.86964175,1,3
2111,1,13300,67483,85454,16,0,2,335.9893152,1,14,30.37586285,1,4
2112,1,13300,60014,75695,1,0,0,182.0643734,1,20,40.20667111,1,5
2113,0,13300,64002,88174,3,0.25457,0,157.9169897,1.186055,34,29.79823118,1,3
2114,0,13300,73760.82,72583,1,0,0,179.7663,0,0,3.72042142,1,3
2115,0,13300,35000,44195,8,0,0,91.92352891,0,4,35.24312086,2,3
2116,0,13300,14212,57608,3,0,0,322.004542,0,16,15.91676921,1,4
2117,0,13300,57878,69907,1,0,0,154.4848138,2,35,41.11915349,1,4
2118,1,13300,45860,63500,7,0,0,127.7666667,4,9,33.77992,2,4
2119,0,13300,153411,182014,7,0.25457,0,198.39162,3,25,41.98711554,1,4
2120,0,13300,44509,72292,3,0,0,208.9206936,3,17,37.05572455,2,4
2121,0,13300,38232,59482,8.922268,0.25457,0,179.7663,1.186055,21.2961,36.02710417,1,1
2122,0,13300,81574,103760,6,0,0,118.918494,0,27,24.76962193,2,4
2123,0,13300,86360,116111,8,0,0,232.2921386,0,24,32.01270136,2,1
2124,0,13300,85532,115800,11,0,1,175.1914887,0,27,34.23139353,2,4
2125,0,13300,73760.82,27136,27,0,0,210.9969755,1,4,23.80714773,2,3
2126,0,13300,74609,115056,6,0,0,77.4451063,2,14,36.86921264,1,3
2127,0,13300,66174,79957,2,0.25457,0,175.962695,1.186055,34,31.56344122,1,3
2128,0,13300,66502,78138,4,0,0,178.1121065,1,16,33.79509124,1,3
2129,0,13300,79512,92224,9,0,0,159.2070876,4,22,38.94860467,1,3
2130,0,13300,55505,76841,0,0,0,222.9130724,0,10,32.96863267,1,3
2131,0,13300,50039,63784,3,0,0,176.8461955,0,13,27.86558873,1,3
2132,1,13300,25698,58760,15,0,0,147.9109824,1,10,30.96207665,2,6
2133,0,13300,44952,56394,8.922268,0,0,74.43599333,0,14,41.0603207,1,3
2134,0,13300,49491,69028,16,0,0,195.8776327,0,15,24.87750841,1,4
2135,0,13400,53699,68084,3,0,0,169.8524493,0,14,25.10971349,1,3
